^^^ ^^ ^ alice
and pour the waters
pour the waters of
the waters of the
waters of the nile
of the nile on
the nile on every
nile on every golden
on every golden scale
every golden scale how
golden scale how cheerfully
scale how cheerfully he
how cheerfully he seems
cheerfully he seems to
he seems to grin
seems to grin how
to grin how neatly
grin how neatly spread
how neatly spread his
neatly spread his claws
spread his claws and
his claws and welcome
claws and welcome little
and welcome little fishes
welcome little fishes in
little fishes in with
fishes in with gently
in with gently smiling
with gently smiling jaws
gently smiling jaws i
smiling jaws i sure
jaws i sure those
i sure those are
sure those are not
those are not the
are not the right
not the right words
the right words said
right words said poor
words said poor alice
said poor alice and
poor alice and her
alice and her eyes
and her eyes filled
her eyes filled with
eyes filled with tears
filled with tears again
with tears again as
tears again as she
again as she went
as she went on
she went on i
went on i must
on i must be
i must be mabel
must be mabel after
be mabel after all
mabel after all and
after all and i
all and i shall
and i shall have
i shall have to
shall have to go
have to go and
to go and live
go and live in
and live in that
live in that poky
in that poky little
that poky little house
poky little house and
little house and have
house and have next
and have next to
have next to no
next to no toys
to no toys to
no toys to play
toys to play with
to play with and
play with and oh
with and oh ever
and oh ever so
oh ever so many
ever so many lessons
so many lessons to
many lessons to learn
lessons to learn no
to learn no i
learn no i ve
no i ve made
i ve made up
ve made up my
made up my mind
up my mind about
my mind about it
mind about it if
about it if i
it if i mabel
if i mabel i
i mabel i stay
mabel i stay down
i stay down here
stay down here it
down here it be
here it be no
it be no use
be no use their
no use their putting
use their putting their
their putting their heads
putting their heads down
their heads down and
heads down and saying
down and saying come
and saying come up
saying come up again
come up again dear
up again dear i
again dear i shall
dear i shall only
i shall only look
shall only look up
only look up and
look up and say
up and say who
and say who am
say who am i
who am i then
am i then tell
i then tell me
then tell me that
tell me that first
me that first and
that first and then
first and then if
and then if i
then if i like
if i like being
i like being that
like being that person
being that person i
that person i come
person i come up
i come up if
come up if not
up if not i
if not i stay
not i stay down
i stay down here
stay down here till
down here till i
here till i somebody
till i somebody else
i somebody else but
somebody else but oh
else but oh dear
but oh dear cried
oh dear cried alice
dear cried alice with
cried alice with a
alice with a sudden
with a sudden burst
a sudden burst of
sudden burst of tears
burst of tears i
of tears i do
tears i do wish
i do wish they
do wish they would
wish they would put
they would put their
would put their heads
put their heads down
their heads down i
heads down i am
down i am so
i am so very
am so very tired
so very tired of
very tired of being
tired of being all
of being all alone
being all alone here
all alone here as
alone here as she
here as she said
as she said this
she said this she
said this she looked
this she looked down
she looked down at
looked down at her
down at her hands
at her hands and
her hands and was
hands and was surprised
and was surprised to
was surprised to see
surprised to see that
to see that she
see that she had
that she had put
she had put on
had put on one
put on one of
on one of the
one of the rabbit
of the rabbit little
the rabbit little white
rabbit little white kid
little white kid gloves
white kid gloves while
kid gloves while she
gloves while she was
while she was talking
she was talking how
was talking how can
talking how can i
how can i have
can i have done
i have done that
have done that she
done that she thought
that she thought i
she thought i must
thought i must be
i must be growing
must be growing small
be growing small again
growing small again she
small again she got
again she got up
she got up and
got up and went
up and went to
and went to the
went to the table
to the table to
the table to measure
table to measure herself
to measure herself by
measure herself by it
herself by it and
by it and found
it and found that
and found that as
found that as nearly
that as nearly as
as nearly as she
nearly as she could
as she could guess
she could guess she
could guess she was
guess she was now
she was now about
was now about two
now about two feet
about two feet high
two feet high and
feet high and was
high and was going
and was going on
was going on shrinking
going on shrinking rapidly
on shrinking rapidly she
shrinking rapidly she soon
rapidly she soon found
she soon found out
soon found out that
found out that the
out that the cause
that the cause of
the cause of this
cause of this was
of this was the
this was the fan
was the fan she
the fan she was
fan she was holding
she was holding and
was holding and she
holding and she dropped
and she dropped it
she dropped it hastily
dropped it hastily just
it hastily just in
hastily just in time
just in time to
in time to avoid
time to avoid shrinking
to avoid shrinking away
avoid shrinking away altogether
shrinking away altogether that
away altogether that was
altogether that was a
that was a narrow
was a narrow escape
a narrow escape said
narrow escape said alice
escape said alice a
said alice a good
alice a good deal
a good deal frightened
good deal frightened at
deal frightened at the
frightened at the sudden
at the sudden change
the sudden change but
sudden change but very
change but very glad
but very glad to
very glad to find
glad to find herself
to find herself still
find herself still in
herself still in existence
still in existence and
in existence and now
existence and now for
and now for the
now for the garden
for the garden and
the garden and she
garden and she ran
and she ran with
she ran with all
ran with all speed
with all speed back
all speed back to
speed back to the
back to the little
to the little door
the little door but
little door but alas
door but alas the
but alas the little
alas the little door
the little door was
little door was shut
door was shut again
was shut again and
shut again and the
again and the little
and the little golden
the little golden key
little golden key was
golden key was lying
key was lying on
was lying on the
lying on the glass
on the glass table
the glass table as
glass table as before
table as before and
as before and things
before and things are
and things are worse
things are worse than
are worse than ever
worse than ever thought
than ever thought the
ever thought the poor
thought the poor child
the poor child for
poor child for i
child for i never
for i never was
i never was so
never was so small
was so small as
so small as this
small as this before
as this before never
this before never and
before never and i
never and i declare
and i declare it
i declare it too
declare it too bad
it too bad that
too bad that it
bad that it is
that it is as
it is as she
is as she said
as she said these
she said these words
said these words her
these words her foot
words her foot slipped
her foot slipped and
foot slipped and in
slipped and in another
and in another moment
in another moment splash
another moment splash she
moment splash she was
splash she was up
she was up to
was up to her
up to her chin
to her chin in
her chin in salt
chin in salt water
in salt water her
salt water her first
water her first idea
her first idea was
first idea was that
idea was that she
was that she had
that she had somehow
she had somehow fallen
had somehow fallen into
somehow fallen into the
fallen into the sea
into the sea and
the sea and in
sea and in that
and in that case
in that case i
that case i can
case i can go
i can go back
can go back by
go back by railway
back by railway she
by railway she said
railway she said to
she said to herself
said to herself alice
to herself alice had
herself alice had been
alice had been to
had been to the
been to the seaside
to the seaside once
the seaside once in
seaside once in her
once in her life
in her life and
her life and had
life and had come
and had come to
had come to the
come to the general
to the general conclusion
the general conclusion that
general conclusion that wherever
conclusion that wherever you
that wherever you go
wherever you go to
you go to on
go to on the
to on the english
on the english coast
the english coast you
english coast you find
coast you find a
you find a number
find a number of
a number of bathing
number of bathing machines
of bathing machines in
bathing machines in the
machines in the sea
in the sea some
the sea some children
sea some children digging
some children digging in
children digging in the
digging in the sand
in the sand with
the sand with wooden
sand with wooden spades
with wooden spades then
wooden spades then a
spades then a row
then a row of
a row of lodging
row of lodging houses
of lodging houses and
lodging houses and behind
houses and behind them
and behind them a
behind them a railway
them a railway station
a railway station however
railway station however she
station however she soon
however she soon made
she soon made out
soon made out that
made out that she
out that she was
that she was in
she was in the
was in the pool
in the pool of
the pool of tears
pool of tears which
of tears which she
tears which she had
which she had wept
she had wept when
had wept when she
wept when she was
when she was nine
she was nine feet
was nine feet high
nine feet high i
feet high i wish
high i wish i
i wish i hadn
wish i hadn cried
i hadn cried so
hadn cried so much
cried so much said
so much said alice
much said alice as
said alice as she
alice as she swam
as she swam about
she swam about trying
swam about trying to
about trying to find
trying to find her
to find her way
find her way out
her way out i
way out i shall
out i shall be
i shall be punished
shall be punished for
be punished for it
punished for it now
for it now i
it now i suppose
now i suppose by
i suppose by being
suppose by being drowned
by being drowned in
being drowned in my
drowned in my own
in my own tears
my own tears that
own tears that will
tears that will be
that will be a
will be a queer
be a queer thing
a queer thing to
queer thing to be
thing to be sure
to be sure however
be sure however everything
sure however everything is
however everything is queer
everything is queer to
is queer to day
queer to day just
to day just then
day just then she
just then she heard
then she heard something
she heard something splashing
heard something splashing about
something splashing about in
splashing about in the
about in the pool
in the pool a
the pool a little
pool a little way
a little way off
little way off and
way off and she
off and she swam
and she swam nearer
she swam nearer to
swam nearer to make
nearer to make out
to make out what
make out what it
out what it was
what it was at
it was at first
was at first she
at first she thought
first she thought it
she thought it must
thought it must be
it must be a
must be a walrus
be a walrus or
a walrus or hippopotamus
walrus or hippopotamus but
or hippopotamus but then
hippopotamus but then she
but then she remembered
then she remembered how
she remembered how small
remembered how small she
how small she was
small she was now
she was now and
was now and she
now and she soon
and she soon made
she soon made out
soon made out that
made out that it
out that it was
that it was only
it was only a
was only a mouse
only a mouse that
a mouse that had
mouse that had slipped
that had slipped in
had slipped in like
slipped in like herself
in like herself would
like herself would it
herself would it be
would it be of
it be of any
be of any use
of any use now
any use now thought
use now thought alice
now thought alice to
thought alice to speak
alice to speak to
to speak to this
speak to this mouse
to this mouse everything
this mouse everything is
mouse everything is so
everything is so out
is so out of
so out of the
out of the way
of the way down
the way down here
way down here that
down here that i
here that i should
that i should think
i should think very
should think very likely
think very likely it
very likely it can
likely it can talk
it can talk at
can talk at any
talk at any rate
at any rate there
any rate there no
rate there no harm
there no harm in
no harm in trying
harm in trying so
in trying so she
trying so she began
so she began o
she began o mouse
began o mouse do
o mouse do you
mouse do you know
do you know the
you know the way
know the way out
the way out of
way out of this
out of this pool
of this pool i
this pool i am
pool i am very
i am very tired
am very tired of
very tired of swimming
tired of swimming about
of swimming about here
swimming about here o
about here o mouse
here o mouse alice
o mouse alice thought
mouse alice thought this
alice thought this must
thought this must be
this must be the
must be the right
be the right way
the right way of
right way of speaking
way of speaking to
of speaking to a
speaking to a mouse
to a mouse she
a mouse she had
mouse she had never
she had never done
had never done such
never done such a
done such a thing
such a thing before
a thing before but
thing before but she
before but she remembered
but she remembered having
she remembered having seen
remembered having seen in
having seen in her
seen in her brother
in her brother latin
her brother latin grammar
brother latin grammar a
latin grammar a mouse
grammar a mouse of
a mouse of a
mouse of a mouse
of a mouse to
a mouse to a
mouse to a mouse
to a mouse a
a mouse a mouse
mouse a mouse o
a mouse o mouse
mouse o mouse the
o mouse the mouse
mouse the mouse looked
the mouse looked at
mouse looked at her
looked at her rather
at her rather inquisitively
her rather inquisitively and
rather inquisitively and seemed
inquisitively and seemed to
and seemed to her
seemed to her to
to her to wink
her to wink with
to wink with one
wink with one of
with one of its
one of its little
of its little eyes
its little eyes but
little eyes but it
eyes but it said
but it said nothing
it said nothing perhaps
said nothing perhaps it
nothing perhaps it doesn
perhaps it doesn understand
it doesn understand english
doesn understand english thought
understand english thought alice
english thought alice i
thought alice i daresay
alice i daresay it
i daresay it a
daresay it a french
it a french mouse
a french mouse come
french mouse come over
mouse come over with
come over with william
over with william the
with william the conqueror
william the conqueror for
the conqueror for with
conqueror for with all
for with all her
with all her knowledge
all her knowledge of
her knowledge of history
knowledge of history alice
of history alice had
history alice had no
alice had no very
had no very clear
no very clear notion
very clear notion how
clear notion how long
notion how long ago
how long ago anything
long ago anything had
ago anything had happened
anything had happened so
had happened so she
happened so she began
so she began again
she began again ou
began again ou est
again ou est ma
ou est ma chatte
est ma chatte which
ma chatte which was
chatte which was the
which was the first
was the first sentence
the first sentence in
first sentence in her
sentence in her french
in her french lesson
her french lesson book
french lesson book the
lesson book the mouse
book the mouse gave
the mouse gave a
mouse gave a sudden
gave a sudden leap
a sudden leap out
sudden leap out of
leap out of the
out of the water
of the water and
the water and seemed
water and seemed to
and seemed to quiver
seemed to quiver all
to quiver all over
quiver all over with
all over with fright
over with fright oh
with fright oh i
fright oh i beg
oh i beg your
i beg your pardon
beg your pardon cried
your pardon cried alice
pardon cried alice hastily
cried alice hastily afraid
alice hastily afraid that
hastily afraid that she
afraid that she had
that she had hurt
she had hurt the
had hurt the poor
hurt the poor animal
the poor animal feelings
poor animal feelings i
animal feelings i quite
feelings i quite forgot
i quite forgot you
quite forgot you didn
forgot you didn like
you didn like cats
didn like cats not
like cats not like
cats not like cats
not like cats cried
like cats cried the
cats cried the mouse
cried the mouse in
the mouse in a
mouse in a shrill
in a shrill passionate
a shrill passionate voice
shrill passionate voice would
passionate voice would you
voice would you like
would you like cats
you like cats if
like cats if you
cats if you were
if you were me
you were me well
were me well perhaps
me well perhaps not
well perhaps not said
perhaps not said alice
not said alice in
said alice in a
alice in a soothing
in a soothing tone
a soothing tone don
soothing tone don be
tone don be angry
don be angry about
be angry about it
angry about it and
about it and yet
it and yet i
and yet i wish
yet i wish i
i wish i could
wish i could show
i could show you
could show you our
show you our cat
you our cat dinah
our cat dinah i
cat dinah i think
dinah i think you
i think you take
think you take a
you take a fancy
take a fancy to
a fancy to cats
fancy to cats if
to cats if you
cats if you could
if you could only
you could only see
could only see her
only see her she
see her she is
her she is such
she is such a
is such a dear
such a dear quiet
a dear quiet thing
dear quiet thing alice
quiet thing alice went
thing alice went on
alice went on half
went on half to
on half to herself
half to herself as
to herself as she
herself as she swam
as she swam lazily
she swam lazily about
swam lazily about in
lazily about in the
about in the pool
in the pool and
the pool and she
pool and she sits
and she sits purring
she sits purring so
sits purring so nicely
purring so nicely by
so nicely by the
nicely by the fire
by the fire licking
the fire licking her
fire licking her paws
licking her paws and
her paws and washing
paws and washing her
and washing her face
washing her face and
her face and she
face and she is
and she is such
she is such a
is such a nice
such a nice soft
a nice soft thing
nice soft thing to
soft thing to nurse
thing to nurse and
to nurse and she
nurse and she such
and she such a
she such a capital
such a capital one
a capital one for
capital one for catching
one for catching mice
for catching mice oh
catching mice oh i
mice oh i beg
oh i beg your
i beg your pardon
beg your pardon cried
your pardon cried alice
pardon cried alice again
cried alice again for
alice again for this
again for this time
for this time the
this time the mouse
time the mouse was
the mouse was bristling
mouse was bristling all
was bristling all over
bristling all over and
all over and she
over and she felt
and she felt certain
she felt certain it
felt certain it must
certain it must be
it must be really
must be really offended
be really offended we
really offended we won
offended we won talk
we won talk about
won talk about her
talk about her any
about her any more
her any more if
any more if you
more if you rather
if you rather not
you rather not we
rather not we indeed
not we indeed cried
we indeed cried the
indeed cried the mouse
cried the mouse who
the mouse who was
mouse who was trembling
who was trembling down
was trembling down to
trembling down to the
down to the end
to the end of
the end of his
end of his tail
of his tail as
his tail as if
tail as if i
as if i would
if i would talk
i would talk on
would talk on such
talk on such a
on such a subject
such a subject our
a subject our family
subject our family always
our family always hated
family always hated cats
always hated cats nasty
hated cats nasty low
cats nasty low vulgar
nasty low vulgar things
low vulgar things don
vulgar things don let
things don let me
don let me hear
let me hear the
me hear the name
hear the name again
the name again i
name again i won
again i won indeed
i won indeed said
won indeed said alice
indeed said alice in
said alice in a
alice in a great
in a great hurry
a great hurry to
great hurry to change
hurry to change the
to change the subject
change the subject of
the subject of conversation
subject of conversation are
of conversation are you
conversation are you are
are you are you
you are you fond
are you fond of
you fond of of
fond of of dogs
of of dogs the
of dogs the mouse
dogs the mouse did
the mouse did not
mouse did not answer
did not answer so
not answer so alice
answer so alice went
so alice went on
alice went on eagerly
went on eagerly there
on eagerly there is
eagerly there is such
there is such a
is such a nice
such a nice little
a nice little dog
nice little dog near
little dog near our
dog near our house
near our house i
our house i should
house i should like
i should like to
should like to show
like to show you
to show you a
show you a little
you a little bright
a little bright eyed
little bright eyed terrier
bright eyed terrier you
eyed terrier you know
terrier you know with
you know with oh
know with oh such
with oh such long
oh such long curly
such long curly brown
long curly brown hair
curly brown hair and
brown hair and it
hair and it fetch
and it fetch things
it fetch things when
fetch things when you
things when you throw
when you throw them
you throw them and
throw them and it
them and it sit
and it sit up
it sit up and
sit up and beg
up and beg for
and beg for its
beg for its dinner
for its dinner and
its dinner and all
dinner and all sorts
and all sorts of
all sorts of things
sorts of things i
of things i can
things i can remember
i can remember half
can remember half of
remember half of them
half of them and
of them and it
them and it belongs
and it belongs to
it belongs to a
belongs to a farmer
to a farmer you
a farmer you know
farmer you know and
you know and he
know and he says
and he says it
he says it so
says it so useful
it so useful it
so useful it worth
useful it worth a
it worth a hundred
worth a hundred pounds
a hundred pounds he
hundred pounds he says
pounds he says it
he says it kills
says it kills all
it kills all the
kills all the rats
all the rats and
the rats and oh
rats and oh dear
and oh dear cried
oh dear cried alice
dear cried alice in
cried alice in a
alice in a sorrowful
in a sorrowful tone
a sorrowful tone i
sorrowful tone i afraid
tone i afraid i
i afraid i ve
afraid i ve offended
i ve offended it
ve offended it again
offended it again for
it again for the
again for the mouse
for the mouse was
the mouse was swimming
mouse was swimming away
was swimming away from
swimming away from her
away from her as
from her as hard
her as hard as
as hard as it
hard as it could
as it could go
it could go and
could go and making
go and making quite
and making quite a
making quite a commotion
quite a commotion in
a commotion in the
commotion in the pool
in the pool as
the pool as it
pool as it went
as it went so
it went so she
went so she called
so she called softly
she called softly after
called softly after it
softly after it mouse
after it mouse dear
it mouse dear do
mouse dear do come
dear do come back
do come back again
come back again and
back again and we
again and we won
and we won talk
we won talk about
won talk about cats
talk about cats or
about cats or dogs
cats or dogs either
or dogs either if
dogs either if you
either if you don
if you don like
you don like them
don like them when
like them when the
them when the mouse
when the mouse heard
the mouse heard this
mouse heard this it
heard this it turned
this it turned round
it turned round and
turned round and swam
round and swam slowly
and swam slowly back
swam slowly back to
slowly back to her
back to her its
to her its face
her its face was
its face was quite
face was quite pale
was quite pale with
quite pale with passion
pale with passion alice
with passion alice thought
passion alice thought and
alice thought and it
thought and it said
and it said in
it said in a
said in a low
in a low trembling
a low trembling voice
low trembling voice let
trembling voice let us
voice let us get
let us get to
us get to the
get to the shore
to the shore and
the shore and then
shore and then i
and then i tell
then i tell you
i tell you my
tell you my history
you my history and
my history and you
history and you understand
and you understand why
you understand why it
understand why it is
why it is i
it is i hate
is i hate cats
i hate cats and
hate cats and dogs
cats and dogs it
and dogs it was
dogs it was high
it was high time
was high time to
high time to go
time to go for
to go for the
go for the pool
for the pool was
the pool was getting
pool was getting quite
was getting quite crowded
getting quite crowded with
quite crowded with the
crowded with the birds
with the birds and
the birds and animals
birds and animals that
and animals that had
animals that had fallen
that had fallen into
had fallen into it
fallen into it there
into it there were
it there were a
there were a duck
were a duck and
a duck and a
duck and a dodo
and a dodo a
a dodo a lory
dodo a lory and
a lory and an
lory and an eaglet
and an eaglet and
an eaglet and several
eaglet and several other
and several other curious
several other curious creatures
other curious creatures alice
curious creatures alice led
creatures alice led the
alice led the way
led the way and
the way and the
way and the whole
and the whole party
the whole party swam
whole party swam to
party swam to the
swam to the shore
to the shore chapter
the shore chapter iii
shore chapter iii a
chapter iii a caucus
iii a caucus race
a caucus race and
caucus race and a
race and a long
and a long tale
a long tale they
long tale they were
tale they were indeed
they were indeed a
were indeed a queer
indeed a queer looking
a queer looking party
queer looking party that
looking party that assembled
party that assembled on
that assembled on the
assembled on the bank
on the bank the
the bank the birds
bank the birds with
the birds with draggled
birds with draggled feathers
with draggled feathers the
draggled feathers the animals
feathers the animals with
the animals with their
animals with their fur
with their fur clinging
their fur clinging close
fur clinging close to
clinging close to them
close to them and
to them and all
them and all dripping
and all dripping wet
all dripping wet cross
dripping wet cross and
wet cross and uncomfortable
cross and uncomfortable the
and uncomfortable the first
uncomfortable the first question
the first question of
first question of course
question of course was
of course was how
course was how to
was how to get
how to get dry
to get dry again
get dry again they
dry again they had
again they had a
they had a consultation
had a consultation about
a consultation about this
consultation about this and
about this and after
this and after a
and after a few
after a few minutes
a few minutes it
few minutes it seemed
minutes it seemed quite
it seemed quite natural
seemed quite natural to
quite natural to alice
natural to alice to
to alice to find
alice to find herself
to find herself talking
find herself talking familiarly
herself talking familiarly with
talking familiarly with them
familiarly with them as
with them as if
them as if she
as if she had
if she had known
she had known them
had known them all
known them all her
them all her life
all her life indeed
her life indeed she
life indeed she had
indeed she had quite
she had quite a
had quite a long
quite a long argument
a long argument with
long argument with the
argument with the lory
with the lory who
the lory who at
lory who at last
who at last turned
at last turned sulky
last turned sulky and
turned sulky and would
sulky and would only
and would only say
would only say i
only say i am
say i am older
i am older than
am older than you
older than you and
than you and must
you and must know
and must know better
must know better and
know better and this
better and this alice
and this alice would
this alice would not
alice would not allow
would not allow without
not allow without knowing
allow without knowing how
without knowing how old
knowing how old it
how old it was
old it was and
it was and as
was and as the
and as the lory
as the lory positively
the lory positively refused
lory positively refused to
positively refused to tell
refused to tell its
to tell its age
tell its age there
its age there was
age there was no
there was no more
was no more to
no more to be
more to be said
to be said at
be said at last
said at last the
at last the mouse
last the mouse who
the mouse who seemed
mouse who seemed to
who seemed to be
seemed to be a
to be a person
be a person of
a person of authority
person of authority among
of authority among them
authority among them called
among them called out
them called out sit
called out sit down
out sit down all
sit down all of
down all of you
all of you and
of you and listen
you and listen to
and listen to me
listen to me i
to me i soon
me i soon make
i soon make you
soon make you dry
make you dry enough
you dry enough they
dry enough they all
enough they all sat
they all sat down
all sat down at
sat down at once
down at once in
at once in a
once in a large
in a large ring
a large ring with
large ring with the
ring with the mouse
with the mouse in
the mouse in the
mouse in the middle
in the middle alice
the middle alice kept
middle alice kept her
alice kept her eyes
kept her eyes anxiously
her eyes anxiously fixed
eyes anxiously fixed on
anxiously fixed on it
fixed on it for
on it for she
it for she felt
for she felt sure
she felt sure she
felt sure she would
sure she would catch
she would catch a
would catch a bad
catch a bad cold
a bad cold if
bad cold if she
cold if she did
if she did not
she did not get
did not get dry
not get dry very
get dry very soon
dry very soon ahem
very soon ahem said
soon ahem said the
ahem said the mouse
said the mouse with
the mouse with an
mouse with an important
with an important air
an important air are
important air are you
air are you all
are you all ready
you all ready this
all ready this is
ready this is the
this is the driest
is the driest thing
the driest thing i
driest thing i know
thing i know silence
i know silence all
know silence all round
silence all round if
all round if you
round if you please
if you please william
you please william the
please william the conqueror
william the conqueror whose
the conqueror whose cause
conqueror whose cause was
whose cause was favoured
cause was favoured by
was favoured by the
favoured by the pope
by the pope was
the pope was soon
pope was soon submitted
was soon submitted to
soon submitted to by
submitted to by the
to by the english
by the english who
the english who wanted
english who wanted leaders
who wanted leaders and
wanted leaders and had
leaders and had been
and had been of
had been of late
been of late much
of late much accustomed
late much accustomed to
much accustomed to usurpation
accustomed to usurpation and
to usurpation and conquest
usurpation and conquest edwin
and conquest edwin and
conquest edwin and morcar
edwin and morcar the
and morcar the earls
morcar the earls of
the earls of mercia
earls of mercia and
of mercia and northumbria
mercia and northumbria ugh
and northumbria ugh said
northumbria ugh said the
ugh said the lory
said the lory with
the lory with a
lory with a shiver
with a shiver i
a shiver i beg
shiver i beg your
i beg your pardon
beg your pardon said
your pardon said the
pardon said the mouse
said the mouse frowning
the mouse frowning but
mouse frowning but very
frowning but very politely
but very politely did
very politely did you
politely did you speak
did you speak not
you speak not i
speak not i said
not i said the
i said the lory
said the lory hastily
the lory hastily i
lory hastily i thought
hastily i thought you
i thought you did
thought you did said
you did said the
did said the mouse
said the mouse i
the mouse i proceed
mouse i proceed edwin
i proceed edwin and
proceed edwin and morcar
edwin and morcar the
and morcar the earls
morcar the earls of
the earls of mercia
earls of mercia and
of mercia and northumbria
mercia and northumbria declared
and northumbria declared for
northumbria declared for him
declared for him and
for him and even
him and even stigand
and even stigand the
even stigand the patriotic
stigand the patriotic archbishop
the patriotic archbishop of
patriotic archbishop of canterbury
archbishop of canterbury found
of canterbury found it
canterbury found it advisable
found it advisable found
it advisable found what
advisable found what said
found what said the
what said the duck
said the duck found
the duck found it
duck found it the
found it the mouse
it the mouse replied
the mouse replied rather
mouse replied rather crossly
replied rather crossly of
rather crossly of course
crossly of course you
of course you know
course you know what
you know what it
know what it means
what it means i
it means i know
means i know what
i know what it
know what it means
what it means well
it means well enough
means well enough when
well enough when i
enough when i find
when i find a
i find a thing
find a thing said
a thing said the
thing said the duck
said the duck it
the duck it generally
duck it generally a
it generally a frog
generally a frog or
a frog or a
frog or a worm
or a worm the
a worm the question
worm the question is
the question is what
question is what did
is what did the
what did the archbishop
did the archbishop find
the archbishop find the
archbishop find the mouse
find the mouse did
the mouse did not
mouse did not notice
did not notice this
not notice this question
notice this question but
this question but hurriedly
question but hurriedly went
but hurriedly went on
hurriedly went on found
went on found it
on found it advisable
found it advisable to
it advisable to go
advisable to go with
to go with edgar
go with edgar atheling
with edgar atheling to
edgar atheling to meet
atheling to meet william
to meet william and
meet william and offer
william and offer him
and offer him the
offer him the crown
him the crown william
the crown william conduct
crown william conduct at
william conduct at first
conduct at first was
at first was moderate
first was moderate but
was moderate but the
moderate but the insolence
but the insolence of
the insolence of his
insolence of his normans
of his normans how
his normans how are
normans how are you
how are you getting
are you getting on
you getting on now
getting on now my
on now my dear
now my dear it
my dear it continued
dear it continued turning
it continued turning to
continued turning to alice
turning to alice as
to alice as it
alice as it spoke
as it spoke as
it spoke as wet
spoke as wet as
as wet as ever
wet as ever said
as ever said alice
ever said alice in
said alice in a
alice in a melancholy
in a melancholy tone
a melancholy tone it
melancholy tone it doesn
tone it doesn seem
it doesn seem to
doesn seem to dry
seem to dry me
to dry me at
dry me at all
me at all in
at all in that
all in that case
in that case said
that case said the
case said the dodo
said the dodo solemnly
the dodo solemnly rising
dodo solemnly rising to
solemnly rising to its
rising to its feet
to its feet i
its feet i move
feet i move that
i move that the
move that the meeting
that the meeting adjourn
the meeting adjourn for
meeting adjourn for the
adjourn for the immediate
for the immediate adoption
the immediate adoption of
immediate adoption of more
adoption of more energetic
of more energetic remedies
more energetic remedies speak
energetic remedies speak english
remedies speak english said
speak english said the
english said the eaglet
said the eaglet i
the eaglet i don
eaglet i don know
i don know the
don know the meaning
know the meaning of
the meaning of half
meaning of half those
of half those long
half those long words
those long words and
long words and what
words and what more
and what more i
what more i don
more i don believe
i don believe you
don believe you do
believe you do either
you do either and
do either and the
either and the eaglet
and the eaglet bent
the eaglet bent down
eaglet bent down its
bent down its head
down its head to
its head to hide
head to hide a
to hide a smile
hide a smile some
a smile some of
smile some of the
some of the other
of the other birds
the other birds tittered
other birds tittered audibly
birds tittered audibly what
tittered audibly what i
audibly what i was
what i was going
i was going to
was going to say
going to say said
to say said the
say said the dodo
said the dodo in
the dodo in an
dodo in an offended
in an offended tone
an offended tone was
offended tone was that
tone was that the
was that the best
that the best thing
the best thing to
best thing to get
thing to get us
to get us dry
get us dry would
us dry would be
dry would be a
would be a caucus
be a caucus race
a caucus race what
caucus race what is
race what is a
what is a caucus
is a caucus race
a caucus race said
caucus race said alice
race said alice not
said alice not that
alice not that she
not that she wanted
that she wanted much
she wanted much to
wanted much to know
much to know but
to know but the
know but the dodo
but the dodo had
the dodo had paused
dodo had paused as
had paused as if
paused as if it
as if it thought
if it thought that
it thought that somebody
thought that somebody ought
that somebody ought to
somebody ought to speak
ought to speak and
to speak and no
speak and no one
and no one else
no one else seemed
one else seemed inclined
else seemed inclined to
seemed inclined to say
inclined to say anything
to say anything why
say anything why said
anything why said the
why said the dodo
said the dodo the
the dodo the best
dodo the best way
the best way to
best way to explain
way to explain it
to explain it is
explain it is to
it is to do
is to do it
to do it and
do it and as
it and as you
and as you might
as you might like
you might like to
might like to try
like to try the
to try the thing
try the thing yourself
the thing yourself some
thing yourself some winter
yourself some winter day
some winter day i
winter day i will
day i will tell
i will tell you
will tell you how
tell you how the
you how the dodo
how the dodo managed
the dodo managed it
dodo managed it first
managed it first it
it first it marked
first it marked out
it marked out a
marked out a race
out a race course
a race course in
race course in a
course in a sort
in a sort of
a sort of circle
sort of circle the
of circle the exact
circle the exact shape
the exact shape doesn
exact shape doesn matter
shape doesn matter it
doesn matter it said
matter it said and
it said and then
said and then all
and then all the
then all the party
all the party were
the party were placed
party were placed along
were placed along the
placed along the course
along the course here
the course here and
course here and there
here and there there
and there there was
there there was no
there was no one
was no one two
no one two three
one two three and
two three and away
three and away but
and away but they
away but they began
but they began running
they began running when
began running when they
running when they liked
when they liked and
they liked and left
liked and left off
and left off when
left off when they
off when they liked
when they liked so
they liked so that
liked so that it
so that it was
that it was not
it was not easy
was not easy to
not easy to know
easy to know when
to know when the
know when the race
when the race was
the race was over
race was over however
was over however when
over however when they
however when they had
when they had been
they had been running
had been running half
been running half an
running half an hour
half an hour or
an hour or so
hour or so and
or so and were
so and were quite
and were quite dry
were quite dry again
quite dry again the
dry again the dodo
again the dodo suddenly
the dodo suddenly called
dodo suddenly called out
suddenly called out the
called out the race
out the race is
the race is over
race is over and
is over and they
over and they all
and they all crowded
they all crowded round
all crowded round it
crowded round it panting
round it panting and
it panting and asking
panting and asking but
and asking but who
asking but who has
but who has won
who has won this
has won this question
won this question the
this question the dodo
question the dodo could
the dodo could not
dodo could not answer
could not answer without
not answer without a
answer without a great
without a great deal
a great deal of
great deal of thought
deal of thought and
of thought and it
thought and it sat
and it sat for
it sat for a
